incident_id,site,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-03778,SITE-001,2026-04-07,Equipment Failure,Medium,86.8,Husband reality throughout third name usually there.,Third-party Damage,5.1,Open
INC-01239,SITE-006,2026-02-18,Leak,HIGH,73.5,Might contain more himself expert know apply.,Third-party Damage,5.1,Closed
INC-02193,SITE-001,2024-10-19T00:00:00Z,Leak,Low,96.4,Significant stop activity feeling begin along very.,,5.2,Open
INC-00320,SITE-003,2024-09-19,Leak,Critical,54.1,Six popular against whether board hospital source she government put view peace decision follow.,Operator Error,3.5,Open
INC-01924,SITE-006,2025-10-01,Equipment Failure,,32.3,Read wife move card stand fast walk that keep campaign this capital indicate air full quality station.,Corrosion,8.3,Under Investigation
INC-05742,SITE-003,2025-04-13,Leak,High,68.4,Available suggest compare arm kid.,Third-party Damage,14.4,Closed
INC-04308,SITE-003,2025-03-08,Oil Leak,Medium,81.9,Every live traditional may peace force hospital PM like interesting sound myself.,Operator Error,2.6,Open
INC-03905,SITE-003,2023-08-22,near-miss,,81.0,Food board guess court least business fast player week woman community.,Material Fatigue,3.9,Closed
INC-03132,SITE-006,12/16/2025,Equipment Failure,,49.7,Pressure nation first his less.,,4.2,Open
INC-02600,SITE-001,2024-12-02,Equipment Failure,High,61.4,Campaign reach cup discover share election rise executive oil explain.,Third-party Damage,17.9,Closed
INC-05916,SITE-006,09/24/2025,Equipment Failure,Critical,53.6,Woman chair ok last participant.,Valve Failure,9.4,Closed
INC-05195,SITE-001,08/12/2024,Near Miss,Medium,77.7,Piece draw sing with end your down environment he south authority quite.,Sensor Malfunction,6.3,Under Investigation
INC-01017,SITE-002,2025-10-09,Near Miss,Low,87.8,Computer manager eight option amount matter.,Material Fatigue,9.7,Closed
INC-00969,SITE-001,2026-04-12,Equipment Failure,Medium,71.1,Song various air production role.,Sensor Malfunction,4.3,Closed
INC-00808,SITE-005,2024-04-25,Fire,High,49.4,Tax health she animal thus American rate year local western.,,12.6,Under Investigation
INC-00646,SITE-001,2026-04-25,Equipment Failure,Medium,74.6,Pass these center study relate cultural lose test current support add.,Corrosion,4.4,Open
INC-02270,SITE-001,2024-04-19,Fire,High,54.5,Happen like performance under kind view impact major.,Third-party Damage,1.6,Under Investigation
INC-01471,SITE-005,2024-09-07,Spill,Medium,77.0,Ok red under bad site pick whose owner than.,Valve Failure,5.9,Under Investigation
INC-03229,SITE-002,2024-10-29,SPILL,Medium,53.5,Event total customer head analysis catch others.,Valve Failure,1.1,Open
INC-00091,SITE-005,13-Feb-2026,Equipment Failure,Low,74.5,Up their focus myself us partner conference raise data.,Material Fatigue,14.2,Closed
INC-04543,SITE-006,2025-03-10,Fire,High,44.8,Policy Democrat mouth food national try economy west everyone number determine never practice.,Valve Failure,2.2,Open
INC-00684,SITE-003,2026-01-23,Fire,Medium,84.5,Base plan article item provide heavy the create south.,Operator Error,13.0,Closed
INC-02936,SITE-006,2025-08-28,Equipment Failure,medium,67.3,Knowledge school shoulder author public build kind movie attack present.,Operator Error,7.7,Under Investigation
INC-02979,SITE-001,2025-11-19,Equipment Failure,Low,82.4,A whether woman third along within federal rich floor manage person building population hit baby.,,7.0,Under Investigation
INC-03181,SITE-006,2024-12-13,Equipment Failure,Medium,62.7,Inside risk for road community others along air discuss foot laugh list candidate place.,Corrosion,2.0,Closed
INC-03502,SITE-003,2025-08-04,Minor Spill,Critical,21.8,Quality start between indeed win do south community measure since.,Operator Error,10.5,Closed
INC-02378,SITE-001,11-Apr-2026,Near Miss,Medium,76.5,Perhaps indicate treat sound call necessary worker term result strategy.,,13.1,Under Investigation
INC-01453,SITE-002,2024-05-30,Spill,Low,96.6,Senior organization anything investment wind leader house.,Material Fatigue,5.6,Under Investigation
INC-00147,SITE-006,2024-05-12,Leak,,42.4,Team significant next billion into prove plan middle thousand issue exist message.,Material Fatigue,0.9,Closed
INC-01852,SITE-001,2025-03-24,Leak,Low,81.7,Tonight whole approach experience positive black standard agreement grow.,Sensor Malfunction,6.1,Under Investigation
INC-05146,SITE-004,25-Nov-2024,Leak,High,58.1,Heart street hotel least wonder across note race expect attorney few kind about ever.,Material Fatigue,0.3,Open
INC-01179,SITE-001,28-Aug-2023,Equipment Failure,,81.2,Story prepare decision poor hair arrive throughout test meeting along soldier in reason.,,4.6,Open
INC-05103,SITE-005,2025-09-15T00:00:00Z,Spill,Medium,68.7,Attention later firm listen until interesting bar.,Third-party Damage,4.1,Closed
INC-03701,SITE-004,2026-05-02,Equipment Failure,LOW,87.7,Heavy difference former special fact school meet.,Material Fatigue,21.3,Open
INC-02466,SITE-005,2025-02-04,Near Miss,Medium,85.0,Development with exist like design artist answer stage catch.,Operator Error,18.5,Closed
INC-05430,SITE-005,2024-12-05,Fire, medium,73.9,Within candidate onto fight think federal.,Corrosion,5.0,Under Investigation
INC-04527,SITE-002,2026-04-18,Leak,low,88.5,Local citizen my political tough heart turn since note candidate modern behind.,Sensor Malfunction,8.1,Closed
INC-01995,SITE-004,2026-06-10,Fire,,49.3,Answer their wish box score happy leg your fish senior great.,Material Fatigue,9.6,Open
INC-04186,SITE-001,05/07/2025,Equipment Failure,Low,82.4,Case vote read view trip property write friend watch spend radio sort resource night set trial heart camera.,Valve Failure,6.6,Open
INC-04318,SITE-003,25-Jan-2026,Leak,,44.2,Bar mention to use wear everyone should sport effort whose mother paper maybe.,Sensor Malfunction,0.9,Open
INC-02965,SITE-004,2024-08-13,EQUIPMENT FAILURE,Low,91.9,Size necessary Mrs beyond senior federal team tell group professor year three Republican even ability majority open wind term involve.,,6.2,Closed
INC-02661,SITE-003,2025-01-20,Spill,Critical,36.7,Push because admit feel against quality statement difference each history hope step ahead act those her anyone.,Operator Error,6.7,Open
INC-05776,SITE-002,2025-07-11,Leak,Medium,80.1,Model affect trade benefit program write a step mission performance serve color agent.,Corrosion,9.6,Under Investigation
INC-04887,SITE-006,2026-04-25,Near Miss,,71.5,Environmental wall fill partner simply choice effort summer property miss dinner part vote drive policy.,Sensor Malfunction,2.0,Closed
INC-00937,SITE-001,07/02/2026,leak ,medium,67.6,Him week watch computer pattern discussion drug herself color.,Valve Failure,7.9,Under Investigation
INC-00952,SITE-003,2025-03-08,Fire,Low,91.8,Forward attention own.,Valve Failure,9.7,Open
INC-01584,SITE-006,2024-08-18,,High,63.5,Toward born southern huge go feeling write.,,13.2,Closed
INC-01240,SITE-006,2025-08-01,Leak,Critical,57.0,Exactly room I industry structure couple poor maybe none need among several increase group think.,,6.4,Closed
INC-03249,SITE-005,2025-07-23,Spill,Low,75.4,Free serious tell increase argue finish could citizen poor alone able action.,Third-party Damage,4.2,Under Investigation
INC-02255,SITE-004,2024-09-22,Spill,Medium,67.0,Newspaper true imagine to benefit by political discuss place agent sound stop audience.,Operator Error,9.2,Open
INC-00032,SITE-006,2025-01-26,Leak,High,70.4,Around security woman article fight around respond usually these either middle allow former inside you bit moment nothing.,Third-party Damage,0.4,Closed
INC-05419,SITE-001,2025-04-01,Near Miss,High,54.2,Then economic deep also physical force authority.,Material Fatigue,12.5,Open
INC-01261,SITE-001,2025-03-11,Equipment Failure,High,62.4,Such person law try much boy reason later different.,Sensor Malfunction,17.4,Open
INC-04382,SITE-005,01/16/2025,Equipment Failure,Lo,84.3,Data change role scene test somebody page day both drive factor according shake officer.,Third-party Damage,7.1,Closed
INC-00988,SITE-001,2024-01-30,Fire,Medium,82.1,Make if another rate strategy tell say company find particularly suddenly contain friend game.,,19.4,Closed
INC-00276,SITE-005,2023-10-10T00:00:00Z,Fire,High,46.7,Billion and measure Mr new phone strategy remember the appear.,Third-party Damage,14.7,Open
INC-01829,SITE-006,2026-09-30,Leak,Critical,26.5,Offer method term scene plant shoulder.,Valve Failure,1.8,Under Investigation
INC-00056,SITE-006,2024-10-23,Leak,High,63.2,Drive best one debate laugh teacher religious cover.,Third-party Damage,6.3,Open
INC-05645,SITE-006,2024-06-05,Spill,High,67.9,Sell especially matter place data accept.,Valve Failure,2.3,Closed
INC-03616,SITE-001,2023-11-13,Near Miss,Medium,69.8,Manager material address care rate player game then assume phone guess protect painting.,Corrosion,15.3,Closed
INC-03447,SITE-002,2023-08-25,Equipment  Failure,Hi,53.6,Newspaper plan sometimes world middle baby final true provide month garden build month cut skin prove.,Corrosion,0.2,Closed
INC-00024,SITE-006,08-Dec-2023,Leak,Medium,81.7,Worker year ago factor hour write provide church system concern behavior reflect present high effort in decide.,Material Fatigue,3.0,Closed
INC-01042,SITE-003,2025-04-02,Leak,Low,75.0,Vote create road kind ten person worry air property country television clearly arrive.,Third-party Damage,25.7,Closed
INC-04353,SITE-006,2026-03-14,Leak,Critical,46.8,Toward call election scene they article play nor Democrat computer yes message possible know too.,Third-party Damage,3.0,Closed
INC-01607,SITE-003,2024-10-18,Near Miss,Critical,55.2,Try hit ever business item control very.,Sensor Malfunction,15.6,Open
INC-05336,SITE-005,2024-04-18,Near Miss,Medium,69.8,Show outside factor at sound though strong half court soldier time main.,Valve Failure,1.9,Open
INC-02484,SITE-003,2025-07-20,Spill,Critical,49.5,Defense player value it message fast decision.,Corrosion,7.9,Open
INC-02736,SITE-006,2023-11-18,Near Miss,High,69.9,Pass party TV identify board student around.,Operator Error,2.4,Under Investigation
INC-00416,SITE-003,2025-02-14,Leak,Critical,44.8,International million late big onto put marriage on.,Material Fatigue,3.9,Open
INC-03520,SITE-001,2023-10-31T00:00:00Z,,High,59.6,Mother teacher cold teach responsibility less right couple lot third.,Material Fatigue,21.9,Closed
INC-05081,SITE-005,2025-12-06,Equipment Failure,Low,88.6,North best turn evidence light include charge according along billion.,Material Fatigue,3.3,Under Investigation
INC-01202,SITE-003,2025-08-30,Spill,Critical,46.6,Performance stay simple sort level big consumer force door song.,Material Fatigue,11.5,Closed
INC-00561,SITE-003,2025-03-22,Equipment Failure, Critical,47.3,Mother easy sing support allow market whole across.,Operator Error,15.3,Under Investigation
INC-04015,SITE-006,2025-06-11,Leak,Medium,72.5,Woman listen often behavior store figure the onto.,Valve Failure,7.7,Under Investigation
INC-00405,SITE-001,2024-12-06,Fire,Low,79.8,Realize into human wear drop use sister then.,Sensor Malfunction,9.6,Closed
INC-03641,SITE-006,13-Jan-2025,Leak,High,65.8,More different support teacher data father pattern section.,Third-party Damage,2.9,Under Investigation
INC-01545,SITE-004,2026-02-17T00:00:00Z,Fire,low,85.4,Toward cost realize white training land shake tell go federal reason forward.,Valve Failure,8.6,Under Investigation
INC-01199,SITE-004,2024-07-14,Leak,High,62.1,Vote dark rest hospital environmental especially such want including maintain think pressure.,Operator Error,9.2,Closed
INC-04614,SITE-002,2023-11-19,Near Miss,Medium,70.2,Nor star middle may economic before right stay see region force dark.,Sensor Malfunction,7.4,Open
INC-00883,SITE-005,2024-05-18,Near Miss,Lo,95.5,Personal article most serve far.,,9.8,Under Investigation
INC-03146,SITE-004,2025-03-11,Equipment Failure,Medium,65.7,Us hair worker think different whom never young seem.,Operator Error,6.5,Closed
INC-02972,SITE-004,12/01/2024,Leak,,45.3,Claim even employee may with clearly.,,14.7,Open
INC-02837,SITE-001,2023-12-25T00:00:00Z,Equipment Failure,Medium,65.5,Professional radio woman treatment customer economy modern sell crime doctor.,Third-party Damage,14.5,Open
INC-03538,SITE-003,2024-03-22,Fire,,89.9,Matter though professional threat PM more science best game purpose before but.,Valve Failure,7.2,Closed
INC-02189,SITE-002,2025-02-14,NEAR MISS, medium,68.6,Learn interesting type sister forget those treatment then compare air today middle game growth partner.,Third-party Damage,3.4,Under Investigation
INC-02370,SITE-003,2023-10-16,Equipment Failure,High,71.7,Data catch six born rock market executive identify design.,Material Fatigue,3.2,Open
INC-05262,SITE-006,2024-05-25,Near Miss,Medium,74.0,Us prove nice reveal the note pay three message.,Material Fatigue,9.3,Under Investigation
INC-03840,SITE-002,2025-10-15,Fire,Low,100.0,Ok fact manager American thing knowledge surface family soon effort.,Corrosion,2.2,Closed
INC-05974,SITE-006,2025-04-24,Leak,critical,23.3,Organization owner truth character recent our black major other two tree place vote choice.,Operator Error,3.4,Closed
INC-01751,SITE-003,2025-07-15,Equipment Failure, Low,80.6,Community nature lead bed identify around somebody full.,Third-party Damage,7.1,Closed
INC-02407,SITE-003,2024-08-15,Near Miss,Critical,42.2,Fire city sing Democrat scene wide myself.,Sensor Malfunction,12.3,Closed
INC-01540,SITE-002,02-Sep-2025,Fire,High,65.1,Congress two per she decision anyone.,Material Fatigue,17.7,Closed
INC-02725,SITE-003,2024-07-23,Leak,Critical,21.6,Project get politics.,Corrosion,5.9,Under Investigation
INC-05639,SITE-004,2026-02-09,Spill,High,76.0,Guess individual study process at central look.,Sensor Malfunction,7.5,Open
INC-00846,SITE-006,2024-10-10,Spill,High,64.6,Us indeed clear stop even audience risk time there involve.,Operator Error,1.1,Open
INC-01599,SITE-004,2024-04-30,Near Miss,Critical,-0.5,Must director according own require team.,Material Fatigue,3.8,Open
INC-01654,SITE-006,2025-08-03,Leak,High,56.3,Dinner outside run media station one mind even reason pay truth piece third.,Corrosion,19.8,Under Investigation
INC-03651,SITE-001,2026-03-12,Leak,,55.0,Practice cup him discussion Republican.,,7.8,Open
INC-05541,SITE-001,2026-08-20,,Low,86.5,Company research cause through than and best.,Corrosion,2.5,Closed
INC-01917,SITE-006,09/04/2024,Spill,Medium,77.0,Live because project language skin return her international possible least teach wish.,Material Fatigue,4.3,Open
