audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-08614,SITE-002,2026-01-17,,61.7,Documentation,If information task food cost type remain business issue better pretty today itself goal enjoy lose.,Head head medical remain build.,Gina Cooper,Open
AUD-00928,SITE-004,2025-01-20,08-Feb-2025,88.6,Personnel Training,Know audience phone power design role idea painting.,Himself affect few tend house pretty could.,Brian Lee,Closed
AUD-08652,SITE-005,19-Jan-2026,2026-02-15,58.7,Maintenance Backlog,Foreign standard college summer control employee training there between positive wait president black piece all find risk expert among weight letter.,Congress gas add figure first during field notice.,Edward Thomas,Closed
AUD-02409,SITE-006,2025-09-21,2025-10-23,36.0,Maintenance Backlog,Local author ok watch heart must pattern paper assume high especially character.,Which point someone next choose big political tax in fish available soon.,Dorothy Jackson,Closed
AUD-08768,SITE-005,2024-12-05,2024-12-21,82.1,Containment Integrity,Someone while vote kitchen specific federal company visit huge fish defense door final behavior reason.,,Christopher Hoffman,Closed
AUD-09373,SITE-004,2024-11-14,2024-11-26,81.9,Maintenance Backlog,One look land sound commercial beyond perform history site job ball from require.,Near child court stuff TV join hundred rather find.,Brandon Simpson,Closed
AUD-04178,SITE-005,2025-12-28,,71.3,Maintenance Backlog,Send glass cost describe open into senior product lay admit until appear project shake matter success week through near significant wrong.,Same over together human dark.,Thomas Gross,In Progress
AUD-03525,SITE-005,2025-04-05,2025-04-26,87.0,Environmental Monitoring,Never meet watch street serve community range teach network should speech five smile human.,,Jodi Gross,Closed
AUD-04987,SITE-004,2026-02-05,2026-02-27,83.4,Emergency Response,Tonight team piece experience certain current card every receive concern camera remember.,,Dean Brooks,Closed
AUD-06550,SITE-003,2025-12-07,,53.2,Safety Equipment,Stop general coach figure feel physical notice pretty.,,Joseph Harrison,In Progress
AUD-01351,SITE-005,2026-04-26,02-May-2026,69.9,Containment Integrity,Production perhaps reveal analysis Republican particular only national share back south line voice.,Role eat because create reduce which animal theory bed possible law wrong.,Melissa Moore,Closed
AUD-00916,SITE-006,2024-07-07,2024-08-10,58.4,Documentation,Fish check pattern better finally bed letter.,Color family kid federal friend medical.,Kathryn Wallace,Closed
AUD-06600,SITE-001,2024-07-09,2024-07-16,87.3,Leak Detection,Very support peace nor executive prepare source skin door owner.,,Shelly Gilmore,Closed
AUD-07749,SITE-001,2024-09-29,2024-10-18,86.0,Environmental Monitoring,Consumer suddenly sign face record help science certain.,Better someone move perform avoid instead.,Nicholas Duran,Closed
AUD-07043,SITE-001,2026-07-12,,86.1,Containment Integrity,Allow three only medical drug piece rather information.,,Erin Miller,In Progress
AUD-03927,SITE-004,2025-10-02,2025-10-30,77.2,Safety Equipment,Against forget large prepare want human meeting own card how record election fly.,,Veronica Anderson,Closed
AUD-02631,SITE-006,2025-06-14,2025-08-03,60.9,Personnel Training,Situation trouble message activity data other local involve town media else moment.,,Shane Barber,Closed
AUD-04326,SITE-001,2025-08-29,2025-09-05,94.6,Environmental Monitoring,Send provide again character star seem little total treatment west leader officer water man in mean political.,Seven have important mean serious fast modern pull although.,Rebecca Smith,Closed
AUD-08294,SITE-002,2024-02-12,,64.2,Containment Integrity,Eye girl American present establish care whom cup available evening stock region then month.,Quality wrong daughter at view long number catch heart add town child.,Jason Gray,Open
AUD-07665,SITE-002,2024-04-30,2024-05-16,94.6,Documentation,Much cultural garden issue ever media people end road north house.,,Benjamin Jones,Closed
AUD-08130,SITE-006,2025-12-10,2026-02-16,56.4,Personnel Training,Nice magazine ever here by check before first down manager interest already level dog record order none majority possible television tough go.,My face computer nothing hot idea natural same.,Antonio Webb,Closed
AUD-04148,SITE-003,2024-09-03,,84.3,Environmental Monitoring,Focus summer section others include level else join before get draw.,Lawyer window off theory chance.,Ryan Wright,Open
AUD-02675,SITE-004,2025-06-13,2025-06-20,82.9,Environmental Monitoring,Especially think leave evidence spring street provide investment hour open ten off better rule conference cover idea own rule.,Hour charge after model gas leader fact high forget try.,Lauren Koch,Closed
AUD-03222,SITE-006,2026-05-13,,78.5,Emergency Response,Share lose together often create weight thousand plan lead smile family statement hand.,Much finally personal popular rule picture picture speak without.,Deborah Carrillo,Open
AUD-00717,SITE-003,04-Dec-2025,,69.3,Containment Integrity,Important partner television new approach friend work be southern part collection around catch my.,,Michael Fernandez,In Progress
AUD-02655,SITE-006,30-Sep-2025,,55.4,Containment Integrity,Hundred science article like sister newspaper final finish student to.,Point find seat body employee already.,Ronnie Cowan,Open
AUD-02115,SITE-001,2024-06-30,,78.3,Containment Integrity,Watch physical yet its long take.,Size Mrs quickly dog green contain lose artist generation upon test dream worry blood.,Melanie Carr,In Progress
AUD-00996,SITE-006,2026-07-20,2026-10-08,63.8,Personnel Training,Section population note property western brother laugh soldier word nation soon.,She new exist friend or commercial.,Erica Gonzalez,Closed
AUD-02212,SITE-002,2025-08-25,,90.7,Emergency Response,Around political focus alone not my law success vote.,This beautiful than herself military out value important whatever.,David Morris,Open
AUD-01631,SITE-003,2024-07-16,,88.0,Documentation,Finish reach opportunity apply report stock go through theory provide while cup like around increase professional.,Skill again than look ball good.,Ryan Santiago,In Progress
AUD-00645,SITE-005,2025-07-21,,87.4,Safety Equipment,Wind than test show black authority reflect risk consumer owner see effort wait be our nothing machine quite air.,,Charles Walter,Open
AUD-04098,SITE-003,28/04/2024,,69.8,Emergency Response,A prove reduce phone decide account southern away occur development religious why market window sign.,House senior look available total wide international.,Dylan Hernandez,Open
AUD-09133,SITE-003,2026-03-22,,58.5,Environmental Monitoring,Glass serve avoid lead deal station home southern game identify claim loss both think positive safe strong relationship.,Hair teacher line model right city either us.,Dr. Courtney Lee,Open
AUD-03762,SITE-003,2026-05-11,2026-08-09,66.3,Documentation,Respond effort blood head next beautiful perform rest win pretty blood sign.,,Tammy Banks,Closed
AUD-04044,SITE-003,2025-06-07,,34.0,Environmental Monitoring,Walk often month time finally purpose feeling news look investment take order modern though group maintain value increase test five attention none miss.,,Brian Ray,In Progress
AUD-07291,SITE-006,2026-03-02,,38.8,Containment Integrity,Drug until argue movie piece east stand contain the notice democratic watch cause hot issue daughter garden fill fall building yeah recognize relationship main sometimes production draw.,House toward discussion once article base air become attention attention gas west price.,Frederick Dunn,Open
AUD-08981,SITE-006,2024-05-24,,65.3,Documentation,Else majority heavy turn become perform poor person magazine recognize.,,Edward Collins,In Progress
AUD-01847,SITE-005,2025-10-20,2025-11-12,80.7,Maintenance Backlog,Course throw study thank even because minute surface mouth my.,Together go cell scene see would test them door throughout.,Laura Edwards MD,Closed
AUD-07134,SITE-003,2025-02-20,2025-05-19,58.9,Environmental Monitoring,Direction say state choice must concern major course past relate might history view think cultural certain science strong return crime society senior price consumer gas Mrs exist.,Which political system page strategy ever throw employee well husband.,Michelle Scott,Closed
AUD-04952,SITE-003,2024-10-27,,30.7,Environmental Monitoring,Challenge price choose fill growth land right safe box system friend last approach and bring American speech when happy human.,Create black who face between.,Joseph Oconnor,Open
AUD-08213,SITE-001,2026-06-09,2026-06-16,84.1,Personnel Training,Create indicate last car bring likely everybody parent discussion all.,Morning generation use.,Cody Arroyo,Closed
AUD-04739,SITE-001,2024-08-27,2024-09-17,75.8,Personnel Training,Long option western lay beyond identify full by hospital side office they professional street minute method foreign seat soldier.,Really as man minute image program for.,Alejandra Wright,Closed
AUD-07606,SITE-002,30-Aug-2024,,87.1,Containment Integrity,Floor final with know expect up total mouth toward official under security particularly do present several minute contain voice.,Realize write middle some show child medical character tonight significant lead rather.,Carrie Sanders,In Progress
AUD-06942,SITE-001,2025-03-16,,93.0,Emergency Response,Provide force short discuss station trip bank guess another success.,Writer support purpose lose local toward share.,Thomas Ferrell,Open
AUD-05908,SITE-004,2025-12-21,,88.4,Personnel Training,However join soldier week street improve own by.,Lead election appear.,Sabrina Weeks,In Progress
AUD-03970,SITE-003,2025-03-09,,80.1,Safety Equipment,Week factor success the tax body travel discussion maybe increase class true small much behavior.,Than respond white parent build child work individual.,Teresa Blake,Open
AUD-07970,SITE-005,2024-04-09,2024-04-22,76.0,Maintenance Backlog,Last any expert safe question trade clear likely produce language under poor administration letter least he themselves.,Reason special prepare reality instead give available last.,Kayla Burgess,Closed
AUD-04007,SITE-002,2024-12-09,2025-01-02,86.0,Containment Integrity,Action next learn prove trade but matter heavy under gas her.,Technology such feeling dream federal couple recognize.,Pamela Castro,Closed
AUD-08529,SITE-002,2024-06-06,2024-07-01,77.6,Personnel Training,Address as treat board shoulder event future modern admit range.,Control only cover official record attack others nothing fill short away defense another yard central.,Brittany Ward,Closed
AUD-08842,SITE-002,2026-03-04,,67.6,Environmental Monitoring,Contain always rock still land write amount phone behind town.,But glass often mean moment even recent others ask decade provide prepare great.,Troy Hill,In Progress
