record_id,dataset,issue_type,detail
INC-02764,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/16/2026
INC-02767,incidents,dirty_label:severity,Medium ->  medium
INC-02768,incidents,dirty_label:severity,High -> high
INC-02771,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-12T00:00:00Z
INC-02772,incidents,missing_required_field:incident_type,
INC-02774,incidents,dirty_label:incident_type,Fire -> Fire 
INC-02775,incidents,future_date:incident_date,2026-09-18
INC-02776,incidents,dirty_label:severity,High -> high
INC-02778,incidents,dirty_label:severity,Low ->  Low
INC-02781,incidents,dirty_label:severity,Critical -> crit
INC-02781,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-20T00:00:00Z
INC-02785,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 02-Dec-2024
INC-02787,incidents,dirty_label:severity,Medium -> medium
INC-02788,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 29-Aug-2024
INC-02791,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/05/2024
INC-02799,incidents,dirty_label:severity,Medium -> Med
INC-02799,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/21/2025
INC-02803,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-02805,incidents,dirty_label:severity,High -> HIGH
INC-02805,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/29/2025
INC-02805,incidents,missing_required_field:incident_type,
INC-02806,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-25T00:00:00Z
INC-02812,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-03-05T00:00:00Z
INC-02813,incidents,dirty_label:incident_type,Leak -> LEAK
INC-02818,incidents,dirty_label:severity,Low -> Lo
INC-02819,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 06/06/2025
INC-02820,incidents,missing_required_field:incident_type,
INC-02821,incidents,future_date:incident_date,2026-07-25
INC-02822,incidents,missing_required_field:severity,
INC-02823,incidents,dirty_label:severity,High ->  High
INC-02824,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/09/2026
INC-02827,incidents,dirty_label:severity,Medium -> Medium 
INC-02827,incidents,missing_required_field:incident_type,
INC-02829,incidents,dirty_label:severity,High -> Hi
INC-02834,incidents,missing_required_field:severity,
INC-02836,incidents,dirty_label:severity,Low ->  Low
INC-02836,incidents,missing_required_field:severity,
INC-02837,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-12-25T00:00:00Z
INC-02838,incidents,missing_required_field:severity,
INC-02842,incidents,dirty_label:severity,Low -> low 
INC-02845,incidents,dirty_label:severity,Critical -> crit
INC-02845,incidents,dirty_label:incident_type,Leak -> leak
INC-02845,incidents,missing_required_field:severity,
INC-02846,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 08/02/2024
INC-02848,incidents,dirty_label:severity,Low -> low
INC-02850,incidents,dirty_label:incident_type,Fire -> Fire 
INC-02850,incidents,missing_required_field:severity,
INC-02858,incidents,future_date:incident_date,2026-09-22
INC-02860,incidents,future_date:incident_date,2026-08-29
INC-02861,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-02863,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-08T00:00:00Z
INC-02864,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 30/01/2026
INC-02867,incidents,missing_required_field:severity,
INC-02868,incidents,missing_required_field:incident_type,
INC-02869,incidents,dirty_label:severity,Low -> Lo
INC-02871,incidents,dirty_label:incident_type,Fire ->  fire
INC-02873,incidents,dirty_label:incident_type,Fire ->  fire
INC-02878,incidents,dirty_label:severity,High ->  High
INC-02879,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 22-Jun-2024
INC-02880,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 24/06/2024
INC-02884,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/31/2025
INC-02886,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-15T00:00:00Z
INC-02890,incidents,dirty_label:severity,High -> high
INC-02890,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-05T00:00:00Z
INC-02892,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/17/2024
INC-02892,incidents,missing_required_field:severity,
INC-02892,incidents,missing_required_field:incident_type,
INC-02892,incidents,future_date:incident_date,2026-09-17
INC-02894,incidents,dirty_label:severity,Medium -> MEDIUM
INC-02896,incidents,dirty_label:severity,Low -> low
INC-02896,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/17/2025
INC-02896,incidents,future_date:incident_date,2026-10-03
INC-02897,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-02901,incidents,missing_required_field:severity,
INC-02902,incidents,dirty_label:severity,Medium ->  medium
INC-02902,incidents,missing_required_field:severity,
INC-02909,incidents,missing_required_field:incident_type,
INC-02910,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/22/2025
INC-02910,incidents,missing_required_field:severity,
INC-02911,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 08/02/2025
INC-02915,incidents,dirty_label:severity,Critical -> crit
INC-02915,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 11/09/2023
INC-02916,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 14/08/2023
INC-02919,incidents,dirty_label:incident_type,Fire ->  fire
INC-02920,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-02924,incidents,future_date:incident_date,2026-08-02
INC-02925,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-02928,incidents,dirty_label:severity,High -> HIGH
INC-02929,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-21T00:00:00Z
INC-02932,incidents,future_date:incident_date,2026-10-02
INC-02936,incidents,dirty_label:severity,Medium -> medium
INC-02938,incidents,missing_required_field:incident_type,
INC-02941,incidents,missing_required_field:incident_type,
INC-02942,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/08/2024
INC-02946,incidents,dirty_label:severity,Low -> low
INC-02948,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-02T00:00:00Z
INC-02949,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-11-11T00:00:00Z
INC-02951,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-04-28T00:00:00Z
INC-02953,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-03T00:00:00Z
INC-02955,incidents,dirty_label:severity,Low -> Lo
INC-02955,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-02957,incidents,dirty_label:severity,Low -> LOW
INC-02959,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/05/2025
INC-02962,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-02963,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/05/2024
INC-02963,incidents,out_of_range:compliance_score,-0.5
INC-02965,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-02968,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-11-01T00:00:00Z
INC-02970,incidents,missing_required_field:severity,
INC-02972,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/01/2024
INC-02972,incidents,missing_required_field:severity,
INC-02973,incidents,dirty_label:incident_type,Leak ->  Leak
INC-02974,incidents,out_of_range:compliance_score,104.0
INC-02976,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 26-Mar-2025
INC-02978,incidents,dirty_label:severity,High -> Hi
INC-02981,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/25/2024
INC-02982,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-03T00:00:00Z
INC-02985,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 01-Jan-2024
INC-02987,incidents,dirty_label:severity,Critical -> critical
INC-02989,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 30/04/2025
INC-02990,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-02990,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 04-Jan-2025
INC-02993,incidents,dirty_label:severity,Low -> low 
INC-02994,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/03/2023
INC-02996,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-02997,incidents,missing_required_field:incident_type,
INC-02998,incidents,missing_required_field:severity,
INC-02999,incidents,dirty_label:incident_type,Leak ->  Leak
INC-03001,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 06-Nov-2024
INC-03003,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-03005,incidents,dirty_label:severity,Critical -> crit
INC-03007,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 28-Feb-2026
INC-03008,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 16-Feb-2026
INC-03009,incidents,dirty_label:incident_type,Leak -> LEAK
INC-03009,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-04-11T00:00:00Z
INC-03009,incidents,missing_required_field:severity,
INC-03009,incidents,out_of_range:compliance_score,-12.3
INC-03011,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/14/2026
INC-03013,incidents,dirty_label:severity,Critical -> crit
INC-03018,incidents,dirty_label:severity,High ->  High
INC-03021,incidents,missing_required_field:severity,
INC-03023,incidents,missing_required_field:incident_type,
INC-03027,incidents,missing_required_field:severity,
INC-03027,incidents,future_date:incident_date,2026-09-26
INC-03028,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 29/02/2024
INC-03029,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/18/2025
INC-03029,incidents,missing_required_field:incident_type,
INC-03030,incidents,dirty_label:severity,Critical ->  Critical
INC-03030,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 12-Aug-2024
INC-03033,incidents,missing_required_field:severity,
INC-03035,incidents,out_of_range:compliance_score,115.7
INC-03036,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 21/02/2024
INC-03043,incidents,dirty_label:severity,Medium -> MEDIUM
INC-03043,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-12T00:00:00Z
INC-03045,incidents,missing_required_field:severity,
INC-03048,incidents,dirty_label:severity,High ->  High
INC-03050,incidents,dirty_label:severity,Low -> low
INC-03052,incidents,dirty_label:severity,Low -> low
INC-03052,incidents,dirty_label:incident_type,Fire -> Fire 
INC-03052,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/15/2024
INC-03057,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/14/2024
INC-03057,incidents,missing_required_field:incident_type,
INC-03061,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 07-Apr-2025
INC-03063,incidents,out_of_range:compliance_score,115.7
INC-03067,incidents,dirty_label:severity,Low ->  Low
INC-03070,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-03072,incidents,missing_required_field:incident_type,
INC-03073,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 19-Sep-2023
INC-03074,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-03078,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 01-Sep-2024
INC-03080,incidents,dirty_label:severity,High -> high
INC-03081,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 22-Feb-2026
INC-03082,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-08-26T00:00:00Z
INC-03083,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 28/11/2023
INC-03084,incidents,out_of_range:compliance_score,-12.3
INC-03090,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-03091,incidents,dirty_label:severity,Medium ->  medium
INC-03094,incidents,dirty_label:severity,Medium -> MEDIUM
INC-03100,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-03101,incidents,dirty_label:severity,High ->  High
INC-03101,incidents,missing_required_field:incident_type,
INC-03102,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 03/10/2025
INC-03104,incidents,future_date:incident_date,2026-07-26
INC-03107,incidents,dirty_label:severity,High -> high
INC-03108,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-04-04T00:00:00Z
INC-03109,incidents,future_date:incident_date,2026-09-10
INC-03110,incidents,dirty_label:severity,Medium -> MEDIUM
INC-03113,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-06-07T00:00:00Z
INC-03114,incidents,dirty_label:severity,Medium ->  medium
INC-03116,incidents,dirty_label:severity,Medium -> Med
INC-03122,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/15/2024
INC-03123,incidents,dirty_label:severity,Low -> low
INC-03124,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-03127,incidents,dirty_label:incident_type,Leak ->  Leak
INC-03131,incidents,dirty_label:severity,Medium ->  medium
INC-03132,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/16/2025
INC-03132,incidents,missing_required_field:severity,
INC-03134,incidents,missing_required_field:severity,
INC-03136,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 17-Jan-2025
INC-03136,incidents,missing_required_field:severity,
INC-03136,incidents,missing_required_field:incident_type,
INC-03137,incidents,dirty_label:incident_type,Fire -> fire
INC-03141,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 05/02/2026
INC-03144,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 31-Aug-2024
INC-03147,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-03155,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 16-Feb-2025
INC-03155,incidents,missing_required_field:incident_type,
INC-03157,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/25/2024
INC-03159,incidents,dirty_label:severity,High -> HIGH
INC-03160,incidents,out_of_range:compliance_score,104.0
INC-03162,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/21/2024
INC-03163,incidents,dirty_label:incident_type,Leak -> leak
INC-03163,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 12-Aug-2023
INC-03164,incidents,dirty_label:severity,High ->  High
INC-03166,incidents,missing_required_field:incident_type,
INC-03167,incidents,dirty_label:severity,Low -> low
INC-03169,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-04-02T00:00:00Z
INC-03171,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-05T00:00:00Z
INC-03171,incidents,out_of_range:compliance_score,150.0
INC-03174,incidents,dirty_label:severity,Low -> low
INC-03176,incidents,dirty_label:severity,Medium -> Med
INC-03176,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-02-28T00:00:00Z
INC-03177,incidents,dirty_label:severity,Medium -> Med
INC-03179,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/22/2023
INC-03184,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-03184,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/23/2025
INC-03184,incidents,missing_required_field:severity,
INC-03188,incidents,future_date:incident_date,2026-10-10
INC-03189,incidents,missing_required_field:incident_type,
INC-03190,incidents,dirty_label:severity,Low -> LOW
INC-03193,incidents,dirty_label:severity,High -> HIGH
INC-03197,incidents,dirty_label:severity,Low ->  Low
INC-03198,incidents,dirty_label:severity,High -> Hi
INC-03198,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/01/2025
